date-time;year;month;day-of-month;hour;day-of-year;u;Rg;Rain;Rain_last3h;LAI
2013/03/03 10:00;2013;3;3;10;62;1.2;120.4;0.18;0.37;6.400
2013/03/03 11:00;2013;3;3;11;62;1.3;179.9;0;0.29;6.400
2013/03/03 12:00;2013;3;3;12;62;0.9;181.8;0;0.18;6.400
2013/03/03 13:00;2013;3;3;13;62;1.5;133.0;0;0;6.400
2013/03/03 14:00;2013;3;3;14;62;1.3;109.3;0;0;6.400
2013/03/03 15:00;2013;3;3;15;62;1.6;79.5;0;0;6.400
2013/03/03 16:00;2013;3;3;16;62;2.2;35.7;0;0;6.400
2013/03/03 17:00;2013;3;3;17;62;1.4;12.7;0;0;6.400
2013/03/03 18:00;2013;3;3;18;62;2.1;0.1;0;0;6.400
2013/03/03 19:00;2013;3;3;19;62;2.2;0.0;0;0;6.400
2013/03/03 20:00;2013;3;3;20;62;2.5;0.0;0;0;6.400
2013/03/03 21:00;2013;3;3;21;62;2.6;0.0;0;0;6.400
2013/03/03 22:00;2013;3;3;22;62;2.1;0.0;0;0;6.400
2013/03/03 23:00;2013;3;3;23;62;2.2;0.0;0;0;6.400
2013/03/04 00:00;2013;3;4;0;63;2.0;0.0;0;0;6.400
2013/03/04 01:00;2013;3;4;1;63;2.1;0.0;0;0;6.400
2013/03/04 02:00;2013;3;4;2;63;2.1;0.0;0;0;6.400
2013/03/04 03:00;2013;3;4;3;63;0.9;0.0;0;0;6.400
2013/03/04 04:00;2013;3;4;4;63;1.1;0.0;0;0;6.400
2013/03/04 05:00;2013;3;4;5;63;1.9;0.0;0;0;6.400
2013/03/04 06:00;2013;3;4;6;63;3.2;0.0;0;0;6.400
2013/03/04 07:00;2013;3;4;7;63;3.6;18.5;0;0;6.400
2013/03/04 08:00;2013;3;4;8;63;4.6;140.3;0;0;6.400
2013/03/04 09:00;2013;3;4;9;63;5.6;291.1;0;0;6.400
2013/03/04 10:00;2013;3;4;10;63;6.0;419.0;0;0;6.400
2013/03/04 11:00;2013;3;4;11;63;5.8;506.6;0;0;6.400
2013/03/04 12:00;2013;3;4;12;63;5.8;552.1;0;0;6.400
2013/03/04 13:00;2013;3;4;13;63;5.9;541.9;0;0;6.400
2013/03/04 14:00;2013;3;4;14;63;6.0;476.5;0;0;6.400
2013/03/04 15:00;2013;3;4;15;63;5.7;374.3;0;0;6.400
2013/03/04 16:00;2013;3;4;16;63;5.3;236.2;0;0;6.400
2013/03/04 17:00;2013;3;4;17;63;4.4;88.4;0;0;6.400
2013/03/04 18:00;2013;3;4;18;63;3.5;3.2;0;0;6.400
2013/03/04 19:00;2013;3;4;19;63;3.3;0.0;0;0;6.400
2013/03/04 20:00;2013;3;4;20;63;4.4;0.0;0;0;6.400
2013/03/04 21:00;2013;3;4;21;63;4.9;0.0;0;0;6.400
2013/03/04 22:00;2013;3;4;22;63;4.9;0.0;0;0;6.400
2013/03/04 23:00;2013;3;4;23;63;5.3;0.0;0;0;6.400
2013/03/05 00:00;2013;3;5;0;64;4.8;0.0;0;0;6.400
2013/03/05 01:00;2013;3;5;1;64;4.0;0.0;0;0;6.400
2013/03/05 02:00;2013;3;5;2;64;3.4;0.0;0;0;6.400
2013/03/05 03:00;2013;3;5;3;64;2.9;0.0;0;0;6.400
2013/03/05 04:00;2013;3;5;4;64;2.5;0.0;0;0;6.400
2013/03/05 05:00;2013;3;5;5;64;2.3;0.0;0;0;6.400
2013/03/05 06:00;2013;3;5;6;64;2.9;0.0;0;0;6.400
2013/03/05 07:00;2013;3;5;7;64;3.9;20.5;0;0;6.400
2013/03/05 08:00;2013;3;5;8;64;4.0;131.6;0;0;6.400
2013/03/05 09:00;2013;3;5;9;64;4.4;278.6;0;0;6.400
2013/03/05 10:00;2013;3;5;10;64;4.3;406.8;0;0;6.400
2013/03/05 11:00;2013;3;5;11;64;4.7;492.2;0;0;6.400
2013/03/05 12:00;2013;3;5;12;64;4.8;530.8;0;0;6.400
2013/03/05 13:00;2013;3;5;13;64;6.0;520.0;0;0;6.400
2013/03/05 14:00;2013;3;5;14;64;5.9;460.6;0;0;6.400
2013/03/05 15:00;2013;3;5;15;64;5.5;355.6;0;0;6.400
2013/03/05 16:00;2013;3;5;16;64;4.7;221.9;0;0;6.400
2013/03/05 17:00;2013;3;5;17;64;4.0;71.7;0;0;6.400
2013/03/05 18:00;2013;3;5;18;64;3.0;1.3;0;0;6.400
2013/03/05 19:00;2013;3;5;19;64;3.4;0.0;0;0;6.400
2013/03/05 20:00;2013;3;5;20;64;3.2;0.0;0;0;6.400
2013/03/05 21:00;2013;3;5;21;64;3.6;0.0;0;0;6.400
2013/03/05 22:00;2013;3;5;22;64;3.3;0.0;0;0;6.400
2013/03/05 23:00;2013;3;5;23;64;2.1;0.0;0;0;6.400
2013/03/06 00:00;2013;3;6;0;65;2.7;0.0;0;0;6.400
2013/03/06 01:00;2013;3;6;1;65;2.8;0.0;0.01;0.01;6.400
2013/03/06 02:00;2013;3;6;2;65;3.0;0.0;0;0.01;6.400
2013/03/06 03:00;2013;3;6;3;65;2.9;0.0;0;0.01;6.400
2013/03/06 04:00;2013;3;6;4;65;2.3;0.0;0;0;6.400
2013/03/06 05:00;2013;3;6;5;65;2.3;0.0;0;0;6.400
2013/03/06 06:00;2013;3;6;6;65;1.7;0.0;0;0;6.400
2013/03/06 07:00;2013;3;6;7;65;1.5;8.3;0;0;6.400
2013/03/06 08:00;2013;3;6;8;65;1.8;65.1;0;0;6.400
2013/03/06 09:00;2013;3;6;9;65;2.5;160.0;0;0;6.400
2013/03/06 10:00;2013;3;6;10;65;3.4;415.4;0;0;6.400
2013/03/06 11:00;2013;3;6;11;65;3.1;406.0;0;0;6.400
2013/03/06 12:00;2013;3;6;12;65;2.9;346.0;0;0;6.400
2013/03/06 13:00;2013;3;6;13;65;2.3;326.1;0;0;6.400
2013/03/06 14:00;2013;3;6;14;65;2.8;204.8;0;0;6.400
2013/03/06 15:00;2013;3;6;15;65;3.0;198.1;0;0;6.400
2013/03/06 16:00;2013;3;6;16;65;3.3;123.0;0;0;6.400
2013/03/06 17:00;2013;3;6;17;65;3.3;35.5;0;0;6.400
2013/03/06 18:00;2013;3;6;18;65;2.9;1.5;0;0;6.400
2013/03/06 19:00;2013;3;6;19;65;3.0;0.0;0;0;6.400
2013/03/06 20:00;2013;3;6;20;65;3.8;0.0;0;0;6.400
2013/03/06 21:00;2013;3;6;21;65;4.8;0.0;0;0;6.400
2013/03/06 22:00;2013;3;6;22;65;4.7;0.0;0;0;6.400
2013/03/06 23:00;2013;3;6;23;65;3.2;0.0;0;0;6.400
2013/03/07 00:00;2013;3;7;0;66;1.8;0.0;0;0;6.400
2013/03/07 01:00;2013;3;7;1;66;2.7;0.0;0;0;6.400
2013/03/07 02:00;2013;3;7;2;66;3.0;0.0;0;0;6.400
2013/03/07 03:00;2013;3;7;3;66;2.1;0.0;0;0;6.400
2013/03/07 04:00;2013;3;7;4;66;1.8;0.0;0;0;6.400
2013/03/07 05:00;2013;3;7;5;66;2.2;0.0;0;0;6.400
2013/03/07 06:00;2013;3;7;6;66;2.5;0.0;0;0;6.400
2013/03/07 07:00;2013;3;7;7;66;2.1;5.5;0;0;6.400
2013/03/07 08:00;2013;3;7;8;66;2.4;41.6;0;0;6.400
2013/03/07 09:00;2013;3;7;9;66;2.9;77.1;0;0;6.400
2013/03/07 10:00;2013;3;7;10;66;3.3;223.1;0;0;6.400
2013/03/07 11:00;2013;3;7;11;66;4.3;284.4;0;0;6.400
2013/03/07 12:00;2013;3;7;12;66;4.2;210.7;0;0;6.400
2013/03/07 13:00;2013;3;7;13;66;3.9;112.0;0;0;6.400
2013/03/07 14:00;2013;3;7;14;66;4.4;109.5;0;0;6.400
2013/03/07 15:00;2013;3;7;15;66;4.4;72.5;0;0;6.400
2013/03/07 16:00;2013;3;7;16;66;4.0;115.5;0;0;6.400
2013/03/07 17:00;2013;3;7;17;66;3.9;52.0;0;0;6.400
2013/03/07 18:00;2013;3;7;18;66;4.3;1.6;0;0;6.400
2013/03/07 19:00;2013;3;7;19;66;4.5;0.0;0;0;6.400
2013/03/07 20:00;2013;3;7;20;66;5.0;0.0;0.08;0.08;6.400
2013/03/07 21:00;2013;3;7;21;66;4.0;0.0;0.18;0.26;6.400
2013/03/07 22:00;2013;3;7;22;66;4.3;0.0;0.1;0.36;6.400
2013/03/07 23:00;2013;3;7;23;66;4.2;0.0;0;0.28;6.400
2013/03/08 00:00;2013;3;8;0;67;4.4;0.0;0;0.1;6.400
2013/03/08 01:00;2013;3;8;1;67;5.0;0.0;0;0;6.400
2013/03/08 02:00;2013;3;8;2;67;4.1;0.0;0;0;6.400
2013/03/08 03:00;2013;3;8;3;67;4.6;0.0;0;0;6.400
2013/03/08 04:00;2013;3;8;4;67;4.6;0.0;0;0;6.400
2013/03/08 05:00;2013;3;8;5;67;3.5;0.0;0;0;6.400
2013/03/08 06:00;2013;3;8;6;67;2.8;0.0;0;0;6.400
2013/03/08 07:00;2013;3;8;7;67;3.2;15.9;0;0;6.400
2013/03/08 08:00;2013;3;8;8;67;2.6;32.7;0;0;6.400
2013/03/08 09:00;2013;3;8;9;67;3.2;77.0;0;0;6.400
2013/03/08 10:00;2013;3;8;10;67;3.2;136.7;0;0;6.400
2013/03/08 11:00;2013;3;8;11;67;3.9;232.9;0;0;6.400
2013/03/08 12:00;2013;3;8;12;67;4.8;346.7;0;0;6.400
2013/03/08 13:00;2013;3;8;13;67;4.9;365.9;0;0;6.400
2013/03/08 14:00;2013;3;8;14;67;5.2;285.6;0;0;6.400
2013/03/08 15:00;2013;3;8;15;67;4.9;173.8;0;0;6.400
2013/03/08 16:00;2013;3;8;16;67;4.5;165.3;0;0;6.400
2013/03/08 17:00;2013;3;8;17;67;4.4;58.4;0;0;6.400
2013/03/08 18:00;2013;3;8;18;67;4.4;2.0;0;0;6.400
2013/03/08 19:00;2013;3;8;19;67;4.6;0.0;0.41;0.41;6.400
2013/03/08 20:00;2013;3;8;20;67;3.7;0.0;0.13;0.54;6.400
2013/03/08 21:00;2013;3;8;21;67;4.0;0.0;0.47;1.01;6.400
2013/03/08 22:00;2013;3;8;22;67;3.6;0.0;0.19;0.79;6.400
2013/03/08 23:00;2013;3;8;23;67;3.7;0.0;0.46;1.12;6.400
2013/03/09 00:00;2013;3;9;0;68;3.1;0.0;1.15;1.8;6.400
2013/03/09 01:00;2013;3;9;1;68;3.4;0.0;0.71;2.32;6.400
2013/03/09 02:00;2013;3;9;2;68;3.5;0.0;0.99;2.85;6.400
2013/03/09 03:00;2013;3;9;3;68;3.1;0.0;1.33;3.03;6.400
2013/03/09 04:00;2013;3;9;4;68;2.9;0.0;1.23;3.55;6.400
2013/03/09 05:00;2013;3;9;5;68;2.9;0.0;1.3;3.86;6.400
2013/03/09 06:00;2013;3;9;6;68;2.9;0.0;0.89;3.42;6.400
2013/03/09 07:00;2013;3;9;7;68;2.8;3.0;0.49;2.68;6.400
2013/03/09 08:00;2013;3;9;8;68;3.2;14.1;0.41;1.79;6.400
2013/03/09 09:00;2013;3;9;9;68;3.0;34.6;0.36;1.26;6.400
2013/03/09 10:00;2013;3;9;10;68;3.1;46.9;0.7;1.47;6.400
2013/03/09 11:00;2013;3;9;11;68;2.3;48.1;1.26;2.32;6.400
2013/03/09 12:00;2013;3;9;12;68;1.3;45.5;1.45;3.41;6.400
2013/03/09 13:00;2013;3;9;13;68;4.1;37.2;1.22;3.93;6.400
2013/03/09 14:00;2013;3;9;14;68;5.5;55.7;1.23;3.9;6.400
2013/03/09 15:00;2013;3;9;15;68;5.2;34.3;1.23;3.68;6.400
2013/03/09 16:00;2013;3;9;16;68;5.2;23.3;1.46;3.92;6.400
2013/03/09 17:00;2013;3;9;17;68;4.9;9.0;1.99;4.68;6.400
2013/03/09 18:00;2013;3;9;18;68;4.6;0.1;1.85;5.3;6.400
2013/03/09 19:00;2013;3;9;19;68;4.7;0.0;1.94;5.78;6.400
2013/03/09 20:00;2013;3;9;20;68;5.3;0.0;0.98;4.77;6.400
2013/03/09 21:00;2013;3;9;21;68;5.0;0.0;1.34;4.26;6.400
2013/03/09 22:00;2013;3;9;22;68;4.5;0.0;1.21;3.53;6.400
2013/03/09 23:00;2013;3;9;23;68;3.6;0.0;0.72;3.27;6.400
2013/03/10 00:00;2013;3;10;0;69;3.3;0.0;0.67;2.6;6.400
2013/03/10 01:00;2013;3;10;1;69;3.5;0.0;1.22;2.61;6.400
2013/03/10 02:00;2013;3;10;2;69;3.4;0.0;0.56;2.45;6.400
2013/03/10 03:00;2013;3;10;3;69;3.2;0.0;0.47;2.25;6.400
2013/03/10 04:00;2013;3;10;4;69;3.2;0.0;0.5;1.53;6.400
2013/03/10 05:00;2013;3;10;5;69;3.7;0.0;0.38;1.35;6.400
2013/03/10 06:00;2013;3;10;6;69;3.8;0.0;0.27;1.15;6.400
2013/03/10 07:00;2013;3;10;7;69;4.6;6.2;0.15;0.8;6.400
2013/03/10 08:00;2013;3;10;8;69;4.8;26.8;0.09;0.51;6.400
2013/03/10 09:00;2013;3;10;9;69;5.5;45.2;0;0.24;6.400
2013/03/10 10:00;2013;3;10;10;69;6.1;46.5;0;0.09;6.400
2013/03/10 11:00;2013;3;10;11;69;6.1;76.4;0;0;6.400
2013/03/10 12:00;2013;3;10;12;69;5.6;71.5;0;0;6.400
2013/03/10 13:00;2013;3;10;13;69;5.8;76.1;0;0;6.400
2013/03/10 14:00;2013;3;10;14;69;5.2;91.9;0;0;6.400
2013/03/10 15:00;2013;3;10;15;69;5.3;65.0;0;0;6.400
2013/03/10 16:00;2013;3;10;16;69;5.6;51.1;0;0;6.400
2013/03/10 17:00;2013;3;10;17;69;4.2;16.1;0;0;6.400
2013/03/10 18:00;2013;3;10;18;69;0.2;1.5;0;0;6.400
2013/03/10 19:00;2013;3;10;19;69;0.2;0.0;0;0;6.400
2013/03/10 20:00;2013;3;10;20;69;0.2;0.0;0;0;6.400
2013/03/10 21:00;2013;3;10;21;69;0.2;0.0;0;0;6.400
2013/03/10 22:00;2013;3;10;22;69;0.2;0.0;0;0;6.400
2013/03/10 23:00;2013;3;10;23;69;0.2;0.0;0;0;6.400
2013/03/11 00:00;2013;3;11;0;70;0.2;0.0;0;0;6.400
2013/03/11 01:00;2013;3;11;1;70;1.9;0.0;0;0;6.400
2013/03/11 02:00;2013;3;11;2;70;4.6;0.0;0;0;6.400
2013/03/11 03:00;2013;3;11;3;70;4.5;0.0;0;0;6.400
2013/03/11 04:00;2013;3;11;4;70;4.8;0.0;0;0;6.400
2013/03/11 05:00;2013;3;11;5;70;5.6;0.0;0;0;6.400
2013/03/11 06:00;2013;3;11;6;70;5.4;0.0;0;0;6.400
2013/03/11 07:00;2013;3;11;7;70;5.3;6.1;0;0;6.400
2013/03/11 08:00;2013;3;11;8;70;5.7;65.5;0.01;0.01;6.400
2013/03/11 09:00;2013;3;11;9;70;6.2;161.5;0;0.01;6.400
2013/03/11 10:00;2013;3;11;10;70;6.4;190.7;0;0.01;6.400
2013/03/11 11:00;2013;3;11;11;70;7.0;209.4;0;0;6.400
2013/03/11 12:00;2013;3;11;12;70;7.1;199.0;0;0;6.400
2013/03/11 13:00;2013;3;11;13;70;7.1;161.0;0;0;6.400
2013/03/11 14:00;2013;3;11;14;70;7.0;132.2;0;0;6.400
2013/03/11 15:00;2013;3;11;15;70;6.6;86.3;0;0;6.400
2013/03/11 16:00;2013;3;11;16;70;5.9;53.0;0;0;6.400
2013/03/11 17:00;2013;3;11;17;70;6.2;34.9;0;0;6.400
2013/03/11 18:00;2013;3;11;18;70;6.4;2.5;0;0;6.400
2013/03/11 19:00;2013;3;11;19;70;6.3;0.0;0;0;6.400
2013/03/11 20:00;2013;3;11;20;70;6.4;0.0;0;0;6.400
2013/03/11 21:00;2013;3;11;21;70;6.5;0.0;0;0;6.400
2013/03/11 22:00;2013;3;11;22;70;5.9;0.0;0;0;6.400
2013/03/11 23:00;2013;3;11;23;70;6.4;0.0;0;0;6.400
2013/03/12 00:00;2013;3;12;0;71;6.7;0.0;0;0;6.400
2013/03/12 01:00;2013;3;12;1;71;6.9;0.0;0;0;6.400
2013/03/12 02:00;2013;3;12;2;71;6.3;0.0;0;0;6.400
2013/03/12 03:00;2013;3;12;3;71;7.1;0.0;0;0;6.400
2013/03/12 04:00;2013;3;12;4;71;7.1;0.0;0;0;6.400
2013/03/12 05:00;2013;3;12;5;71;6.7;0.0;0;0;6.400
2013/03/12 06:00;2013;3;12;6;71;6.8;0.0;0;0;6.400
2013/03/12 07:00;2013;3;12;7;71;7.0;16.0;0;0;6.400
2013/03/12 08:00;2013;3;12;8;71;7.0;53.3;0;0;6.400
2013/03/12 09:00;2013;3;12;9;71;7.0;125.5;0;0;6.400
2013/03/12 10:00;2013;3;12;10;71;6.8;217.2;0;0;6.400
2013/03/12 11:00;2013;3;12;11;71;7.7;282.3;0;0;6.400
2013/03/12 12:00;2013;3;12;12;71;7.6;366.9;0;0;6.400
2013/03/12 13:00;2013;3;12;13;71;7.5;382.4;0;0;6.400
2013/03/12 14:00;2013;3;12;14;71;7.2;480.2;0;0;6.400
2013/03/12 15:00;2013;3;12;15;71;6.7;381.4;0;0;6.400
2013/03/12 16:00;2013;3;12;16;71;6.1;285.2;0;0;6.400
2013/03/12 17:00;2013;3;12;17;71;5.8;106.9;0;0;6.400
2013/03/12 18:00;2013;3;12;18;71;3.2;15.7;0;0;6.400
2013/03/12 19:00;2013;3;12;19;71;1.7;0.0;0;0;6.400
2013/03/12 20:00;2013;3;12;20;71;1.4;0.0;0;0;6.400
2013/03/12 21:00;2013;3;12;21;71;2.2;0.0;0;0;6.400
2013/03/12 22:00;2013;3;12;22;71;1.5;0.0;0;0;6.400
2013/03/12 23:00;2013;3;12;23;71;0.8;0.0;0;0;6.400
2013/03/13 00:00;2013;3;13;0;72;1.3;0.0;0;0;6.400
2013/03/13 01:00;2013;3;13;1;72;1.1;0.0;0;0;6.400
2013/03/13 02:00;2013;3;13;2;72;0.8;0.0;0;0;6.400
2013/03/13 03:00;2013;3;13;3;72;1.0;0.0;0;0;6.400
2013/03/13 04:00;2013;3;13;4;72;0.5;0.0;0;0;6.400
2013/03/13 05:00;2013;3;13;5;72;1.1;0.0;0;0;6.400
2013/03/13 06:00;2013;3;13;6;72;1.7;0.3;0;0;6.400
2013/03/13 07:00;2013;3;13;7;72;1.9;52.2;0;0;6.400
2013/03/13 08:00;2013;3;13;8;72;2.5;52.0;0;0;6.400
2013/03/13 09:00;2013;3;13;9;72;2.7;113.3;0;0;6.400
2013/03/13 10:00;2013;3;13;10;72;2.8;117.5;0;0;6.400
2013/03/13 11:00;2013;3;13;11;72;2.7;201.2;0;0;6.400
2013/03/13 12:00;2013;3;13;12;72;2.7;309.5;0;0;6.400
2013/03/13 13:00;2013;3;13;13;72;2.5;333.8;0;0;6.400
2013/03/13 14:00;2013;3;13;14;72;2.2;522.1;0;0;6.400
2013/03/13 15:00;2013;3;13;15;72;1.9;219.9;0;0;6.400
2013/03/13 16:00;2013;3;13;16;72;2.1;293.1;0;0;6.400
2013/03/13 17:00;2013;3;13;17;72;3.4;143.8;0;0;6.400
2013/03/13 18:00;2013;3;13;18;72;3.7;6.1;0;0;6.400
2013/03/13 19:00;2013;3;13;19;72;2.4;0.0;0;0;6.400
2013/03/13 20:00;2013;3;13;20;72;1.4;0.0;0;0;6.400
2013/03/13 21:00;2013;3;13;21;72;2.0;0.0;0;0;6.400
2013/03/13 22:00;2013;3;13;22;72;1.3;0.0;0;0;6.400
2013/03/13 23:00;2013;3;13;23;72;1.8;0.0;0;0;6.400
2013/03/14 00:00;2013;3;14;0;73;2.0;0.0;0;0;6.400
2013/03/14 01:00;2013;3;14;1;73;1.0;0.0;0;0;6.400
2013/03/14 02:00;2013;3;14;2;73;1.1;0.0;0;0;6.400
2013/03/14 03:00;2013;3;14;3;73;1.4;0.0;0;0;6.400
2013/03/14 04:00;2013;3;14;4;73;1.8;0.0;0;0;6.400
2013/03/14 05:00;2013;3;14;5;73;1.2;0.0;0;0;6.400
2013/03/14 06:00;2013;3;14;6;73;1.7;0.2;0.08;0.08;6.400
2013/03/14 07:00;2013;3;14;7;73;2.3;80.9;0.02;0.1;6.400
2013/03/14 08:00;2013;3;14;8;73;3.0;272.2;0;0.1;6.400
2013/03/14 09:00;2013;3;14;9;73;3.2;402.7;0.09;0.11;6.400
2013/03/14 10:00;2013;3;14;10;73;4.6;320.8;0.07;0.16;6.400
2013/03/14 11:00;2013;3;14;11;73;4.3;336.3;0;0.16;6.400
2013/03/14 12:00;2013;3;14;12;73;4.8;402.5;0;0.07;6.400
2013/03/14 13:00;2013;3;14;13;73;4.6;397.3;0;0;6.400
2013/03/14 14:00;2013;3;14;14;73;4.9;273.5;0;0;6.400
2013/03/14 15:00;2013;3;14;15;73;5.0;368.6;0;0;6.400
2013/03/14 16:00;2013;3;14;16;73;5.8;369.3;0;0;6.400
2013/03/14 17:00;2013;3;14;17;73;5.4;175.1;0;0;6.400
2013/03/14 18:00;2013;3;14;18;73;4.3;20.4;0;0;6.400
2013/03/14 19:00;2013;3;14;19;73;3.2;0.0;0;0;6.400
2013/03/14 20:00;2013;3;14;20;73;1.7;0.0;0;0;6.400
2013/03/14 21:00;2013;3;14;21;73;1.0;0.0;0;0;6.400
2013/03/14 22:00;2013;3;14;22;73;0.5;0.0;0;0;6.400
2013/03/14 23:00;2013;3;14;23;73;0.4;0.0;0.01;0.01;6.400
2013/03/15 00:00;2013;3;15;0;74;0.9;0.0;0;0.01;6.400
2013/03/15 01:00;2013;3;15;1;74;1.0;0.0;0.01;0.02;6.400
2013/03/15 02:00;2013;3;15;2;74;1.7;0.0;0;0.01;6.400
2013/03/15 03:00;2013;3;15;3;74;2.1;0.0;0;0.01;6.400
2013/03/15 04:00;2013;3;15;4;74;2.6;0.0;0;0;6.400
2013/03/15 05:00;2013;3;15;5;74;2.8;0.0;0;0;6.400
2013/03/15 06:00;2013;3;15;6;74;3.1;0.9;0;0;6.400
2013/03/15 07:00;2013;3;15;7;74;4.0;17.1;0;0;6.400
2013/03/15 08:00;2013;3;15;8;74;4.5;43.4;0;0;6.400
2013/03/15 09:00;2013;3;15;9;74;5.0;153.7;0;0;6.400
2013/03/15 10:00;2013;3;15;10;74;6.3;257.6;0;0;6.400
2013/03/15 11:00;2013;3;15;11;74;6.6;328.9;0;0;6.400
2013/03/15 12:00;2013;3;15;12;74;6.8;247.7;0;0;6.400
2013/03/15 13:00;2013;3;15;13;74;6.3;169.9;0.04;0.04;6.400
2013/03/15 14:00;2013;3;15;14;74;5.2;109.0;0.38;0.42;6.400
2013/03/15 15:00;2013;3;15;15;74;6.1;62.4;0.29;0.71;6.400
2013/03/15 16:00;2013;3;15;16;74;6.9;53.2;0.28;0.95;6.400
2013/03/15 17:00;2013;3;15;17;74;6.3;34.4;0.28;0.85;6.400
2013/03/15 18:00;2013;3;15;18;74;5.5;6.5;0.04;0.6;6.400
2013/03/15 19:00;2013;3;15;19;74;4.7;0.0;0.01;0.33;6.400
2013/03/15 20:00;2013;3;15;20;74;5.0;0.0;0.15;0.2;6.400
2013/03/15 21:00;2013;3;15;21;74;4.3;0.0;0.01;0.17;6.400
2013/03/15 22:00;2013;3;15;22;74;4.9;0.0;0;0.16;6.400
2013/03/15 23:00;2013;3;15;23;74;5.3;0.0;0;0.01;6.400
2013/03/16 00:00;2013;3;16;0;75;5.3;0.0;0.07;0.07;6.400
2013/03/16 01:00;2013;3;16;1;75;5.8;0.0;0;0.07;6.400
2013/03/16 02:00;2013;3;16;2;75;5.9;0.0;0;0.07;6.400
2013/03/16 03:00;2013;3;16;3;75;5.9;0.0;0;0;6.400
2013/03/16 04:00;2013;3;16;4;75;6.0;0.0;0;0;6.400
2013/03/16 05:00;2013;3;16;5;75;5.7;0.0;0.22;0.22;6.400
2013/03/16 06:00;2013;3;16;6;75;6.1;0.1;0.19;0.41;6.400
2013/03/16 07:00;2013;3;16;7;75;6.7;29.7;0;0.41;6.400
2013/03/16 08:00;2013;3;16;8;75;7.5;83.6;0;0.19;6.400
2013/03/16 09:00;2013;3;16;9;75;7.8;180.4;0;0;6.400
2013/03/16 10:00;2013;3;16;10;75;8.6;244.5;0;0;6.400
2013/03/16 11:00;2013;3;16;11;75;8.6;274.0;0;0;6.400
2013/03/16 12:00;2013;3;16;12;75;8.6;270.5;0;0;6.400
2013/03/16 13:00;2013;3;16;13;75;8.6;256.9;0;0;6.400
2013/03/16 14:00;2013;3;16;14;75;9.8;226.5;0;0;6.400
2013/03/16 15:00;2013;3;16;15;75;7.4;151.4;0;0;6.400
2013/03/16 16:00;2013;3;16;16;75;8.3;113.9;0;0;6.400
2013/03/16 17:00;2013;3;16;17;75;8.4;73.0;0;0;6.400
2013/03/16 18:00;2013;3;16;18;75;8.7;12.1;0;0;6.400
2013/03/16 19:00;2013;3;16;19;75;9.0;0.0;0;0;6.400
2013/03/16 20:00;2013;3;16;20;75;8.4;0.0;0;0;6.400
2013/03/16 21:00;2013;3;16;21;75;7.5;0.0;0;0;6.400
2013/03/16 22:00;2013;3;16;22;75;7.5;0.0;0;0;6.400
2013/03/16 23:00;2013;3;16;23;75;7.5;0.0;0;0;6.400
2013/03/17 00:00;2013;3;17;0;76;7.8;0.0;0;0;6.400
2013/03/17 01:00;2013;3;17;1;76;10.0;0.0;0.11;0.11;6.400
2013/03/17 02:00;2013;3;17;2;76;7.2;0.0;0;0.11;6.400
2013/03/17 03:00;2013;3;17;3;76;5.1;0.0;0;0.11;6.400
2013/03/17 04:00;2013;3;17;4;76;7.1;0.0;0;0;6.400
2013/03/17 05:00;2013;3;17;5;76;7.2;0.0;0.1;0.1;6.400
2013/03/17 06:00;2013;3;17;6;76;5.3;0.0;0.02;0.12;6.400
2013/03/17 07:00;2013;3;17;7;76;5.1;11.7;0.03;0.15;6.400
2013/03/17 08:00;2013;3;17;8;76;5.6;98.6;0;0.05;6.400
2013/03/17 09:00;2013;3;17;9;76;5.5;175.5;0;0.03;6.400
2013/03/17 10:00;2013;3;17;10;76;5.4;165.1;0;0;6.400
2013/03/17 11:00;2013;3;17;11;76;5.8;237.6;0;0;6.400
2013/03/17 12:00;2013;3;17;12;76;5.9;261.7;0;0;6.400
2013/03/17 13:00;2013;3;17;13;76;5.7;391.5;0;0;6.400
2013/03/17 14:00;2013;3;17;14;76;5.5;176.7;0;0;6.400
2013/03/17 15:00;2013;3;17;15;76;5.8;67.9;0;0;6.400
2013/03/17 16:00;2013;3;17;16;76;5.1;67.1;0;0;6.400
2013/03/17 17:00;2013;3;17;17;76;6.1;36.3;0;0;6.400
2013/03/17 18:00;2013;3;17;18;76;6.3;13.3;0;0;6.400
2013/03/17 19:00;2013;3;17;19;76;6.0;0.0;0;0;6.400
2013/03/17 20:00;2013;3;17;20;76;5.6;0.0;0.17;0.17;6.400
2013/03/17 21:00;2013;3;17;21;76;5.6;0.0;0.54;0.71;6.400
2013/03/17 22:00;2013;3;17;22;76;5.7;0.0;0.72;1.43;6.400
2013/03/17 23:00;2013;3;17;23;76;5.4;0.0;0.17;1.43;6.400
2013/03/18 00:00;2013;3;18;0;77;4.3;0.0;0.12;1.01;6.400
2013/03/18 01:00;2013;3;18;1;77;6.1;0.0;0.09;0.38;6.400
2013/03/18 02:00;2013;3;18;2;77;6.0;0.0;0.08;0.29;6.400
2013/03/18 03:00;2013;3;18;3;77;5.7;0.0;0;0.17;6.400
2013/03/18 04:00;2013;3;18;4;77;6.2;0.0;0;0.08;6.400
2013/03/18 05:00;2013;3;18;5;77;7.2;0.0;0;0;6.400
2013/03/18 06:00;2013;3;18;6;77;7.2;0.0;0;0;6.400
2013/03/18 07:00;2013;3;18;7;77;7.1;7.4;0;0;6.400
